Variables,CESM2.1,CESM2.2,CESM2.3,CESM2.4,CESM2.5,CESM2.6,CESM2.7,CESM2.8,CESM2.9,CESM2.M
Relative Humidity,0.4551633431389089,0.45386078298268656,0.454807957694697,0.4516166164193189,0.5098966969310622,nan,0.4535750870412078,nan,0.45768470559218793,0.485005181441933
